userid,version,sum_gamerounds,retention_1,retention_7
2806511,gate_40,25,1,0
2806551,gate_30,148,1,1
2806821,gate_30,8,0,0
2806840,gate_30,2,0,0
2806844,gate_40,121,0,1
2806849,gate_40,80,1,0
2806932,gate_30,27,0,0
2806934,gate_30,282,1,1
2806992,gate_30,28,1,0
2807042,gate_40,2,0,0
2807176,gate_30,39,1,0
2807317,gate_40,7,0,0
2807379,gate_40,72,1,1
2807459,gate_30,13,1,0
2807510,gate_30,50,1,0
2807544,gate_30,52,1,0
2807863,gate_40,20,0,0
2807882,gate_40,9,0,0
2807902,gate_30,60,1,1
2807965,gate_30,12,0,0
2807983,gate_40,34,1,0
2808104,gate_40,96,1,1
2808156,gate_30,10,0,0
2808187,gate_40,3,0,0
2808321,gate_40,50,1,0
2808517,gate_30,1413,1,1
2808523,gate_40,73,1,0
2808583,gate_40,4,0,0
2808790,gate_30,13,1,0
2808821,gate_40,32,1,0
2808970,gate_40,112,1,1
2809225,gate_40,50,0,0
2809277,gate_40,8,1,0
2809303,gate_30,1,0,0
2809409,gate_40,1,1,0
2809417,gate_30,25,0,0
2809518,gate_30,28,1,0
2809559,gate_30,167,1,0
2809683,gate_30,30,1,0
2809685,gate_30,14,0,0
2809720,gate_40,30,0,0
2809953,gate_40,161,1,1
2810018,gate_40,44,1,1
2810055,gate_30,0,0,0
2810198,gate_30,28,1,0
2810203,gate_40,111,1,1
2810213,gate_30,37,1,0
2810240,gate_30,24,1,0
2810322,gate_30,25,1,0
2810855,gate_30,15,0,0
2810955,gate_30,299,1,1
2810967,gate_30,140,1,0
2811092,gate_30,13,0,0
2811124,gate_30,4,0,0
2811374,gate_30,5,0,0
2811492,gate_30,7,1,0
2811509,gate_40,27,1,0
2811567,gate_30,20,1,0
2811570,gate_40,9,1,0
2811695,gate_30,0,0,0
2811714,gate_40,4,0,0
2811879,gate_40,3,0,0
2811967,gate_30,3,0,0
2812098,gate_40,27,0,0
2812115,gate_30,65,1,0
2812129,gate_40,53,1,0
2812684,gate_40,158,1,1
2812893,gate_30,18,0,0
2812968,gate_40,10,0,0
2813027,gate_40,2,0,0
2813051,gate_30,55,1,1
2813101,gate_40,93,1,1
2813145,gate_40,54,1,1
2813157,gate_40,25,1,1
2813227,gate_30,38,0,0
2813278,gate_40,8,0,0
2813423,gate_30,18,1,0
2813456,gate_40,9,0,0
2813504,gate_30,4,0,0
2813521,gate_40,77,0,0
2813879,gate_30,31,0,1
2813950,gate_40,31,1,0
2814073,gate_40,3,0,0
2814140,gate_30,13,0,0
2814307,gate_30,1,0,0
2814371,gate_30,16,0,0
2814483,gate_30,364,1,1
2814851,gate_30,2,0,0
2814852,gate_40,3,0,0
2814986,gate_40,5,0,0
2815139,gate_30,509,1,1
2815172,gate_30,8,1,0
2815309,gate_40,74,1,0
2815580,gate_30,3,0,0
2815744,gate_40,49,1,0
2815747,gate_40,0,0,0
2815866,gate_30,9,0,0
2815904,gate_40,18,0,0
2816096,gate_40,11,1,0
2816610,gate_30,35,1,0
2816657,gate_40,159,1,1
2816720,gate_40,7,0,0
2816736,gate_30,19,1,0
2816761,gate_40,48,0,0
2816807,gate_30,22,1,0
2816939,gate_40,59,1,1
2817179,gate_40,22,0,0
2817288,gate_30,5,0,0
2817295,gate_30,144,1,1
2817435,gate_40,4,0,0
2817553,gate_40,82,1,1
2817622,gate_40,0,0,0
2817654,gate_40,6,0,0
2817782,gate_40,191,0,1
2817791,gate_40,85,1,0
2817819,gate_40,0,0,0
2817879,gate_30,9,0,0
2817966,gate_40,223,1,1
2818014,gate_30,4,1,0
2818069,gate_30,51,1,0
2818086,gate_40,23,1,0
2818185,gate_40,0,0,0
2818365,gate_30,2,0,0
2818429,gate_40,52,1,0
2818454,gate_30,6,1,0
2818762,gate_40,142,1,1
2818959,gate_30,58,1,1
2818979,gate_40,93,1,0
2819108,gate_40,0,0,0
2819149,gate_30,38,1,0
2819326,gate_30,28,1,0
2819398,gate_40,20,0,0
2819572,gate_40,34,1,0
2819749,gate_40,3,0,0
2819963,gate_40,5,0,0
2820073,gate_40,87,0,1
2820124,gate_40,29,0,0
2820198,gate_30,46,0,0
2820264,gate_40,81,1,0
2820478,gate_40,26,1,0
2820564,gate_40,59,1,0
2820600,gate_30,20,0,0
2820664,gate_30,10,1,0
2820670,gate_40,15,1,0
2820681,gate_30,38,0,0
2821034,gate_30,599,1,1
2821053,gate_30,44,1,0
2821358,gate_40,18,0,0
2821381,gate_40,9,1,0
2821484,gate_40,58,0,1
2821590,gate_30,17,1,0
2821640,gate_40,5,0,0
2821741,gate_30,40,1,0
2821745,gate_40,12,0,0
2821983,gate_40,6,0,0
2822004,gate_40,24,0,0
2822213,gate_30,28,1,0
2822414,gate_40,109,1,0
2822472,gate_30,153,1,1
2822527,gate_30,47,1,0
2822567,gate_40,39,1,1
2822587,gate_30,32,0,0
2822615,gate_40,8,0,0
2822690,gate_40,7,0,0
2822715,gate_30,1,0,0
2822861,gate_40,2,0,0
2822884,gate_40,36,0,0
2822940,gate_40,12,1,0
2823089,gate_30,36,0,0
2823216,gate_40,7,0,0
2823232,gate_40,54,1,0
2823388,gate_40,89,1,1
2823599,gate_40,0,0,0
2823687,gate_30,8,0,0
2823863,gate_30,109,1,1
2824156,gate_30,39,1,1
2824257,gate_30,5,0,0
2824335,gate_30,101,0,0
2824458,gate_30,74,1,1
2824610,gate_40,8,0,0
2824839,gate_30,37,0,0
2824911,gate_40,162,1,0
2824971,gate_30,28,1,0
2825057,gate_40,40,0,1
2825245,gate_30,165,1,1
2825366,gate_40,17,0,0
2825457,gate_30,15,1,0
2825646,gate_40,5,0,0
2825689,gate_30,37,0,0
2825837,gate_40,29,1,0
2826054,gate_30,5,0,0
2826120,gate_30,15,0,0
2826126,gate_40,7,1,0
2826206,gate_40,43,1,1
2826745,gate_30,24,0,0
2826753,gate_40,51,1,0
2826873,gate_40,3,0,0
2826927,gate_30,41,1,0
2827117,gate_30,3,0,0
2827238,gate_40,25,1,0
2827309,gate_40,1,0,0
2828157,gate_40,81,1,1
2828452,gate_30,5,0,0
2828687,gate_40,11,0,0
2828756,gate_40,18,0,0
2829009,gate_30,50,1,0
2829128,gate_40,108,1,1
2829137,gate_30,5,0,0
2829225,gate_30,106,1,1
2829456,gate_30,165,1,1
2829694,gate_30,8,1,0
2829726,gate_40,9,0,0
2829736,gate_40,4,0,0
2829741,gate_40,2,1,0
2829762,gate_30,12,1,0
2829864,gate_40,1,0,0
2829913,gate_30,55,0,0
2829973,gate_30,111,1,1
2829974,gate_40,14,0,0
2830015,gate_30,42,0,0
2830379,gate_40,70,0,1
2830397,gate_30,17,0,0
2830409,gate_40,14,0,1
2830567,gate_30,0,0,0
2830630,gate_30,0,0,0
2830679,gate_40,78,1,1
2830732,gate_40,8,1,0
2830899,gate_30,51,0,0
2830975,gate_40,28,1,0
2831071,gate_40,2,0,0
2831218,gate_40,0,0,0
2831275,gate_30,43,1,0
2831394,gate_30,755,1,1
2831576,gate_40,38,1,0
2831604,gate_30,16,1,0
2831647,gate_30,8,0,0
2831693,gate_30,194,1,1
2831740,gate_40,0,0,0
2831855,gate_30,7,0,0
2831902,gate_30,8,0,0
2831914,gate_30,0,0,0
2831960,gate_30,0,0,0
2831967,gate_30,33,0,1
2832279,gate_30,7,1,0
2832426,gate_30,3,0,0
2832538,gate_30,73,1,0
2832759,gate_40,0,0,0
2832786,gate_40,84,1,0
2833258,gate_30,1,0,0
2833376,gate_40,7,0,0
2833412,gate_30,1,0,0
2833462,gate_40,0,0,0
2833488,gate_30,68,1,0
2833526,gate_30,114,1,1
2833747,gate_40,63,1,1
2834004,gate_40,13,0,0
2834372,gate_40,82,1,1
2834380,gate_30,80,1,0
2834398,gate_40,4,0,0
2834489,gate_40,18,0,0
2834766,gate_30,32,1,1
2834788,gate_30,254,1,1
2834884,gate_40,2,0,0
2834912,gate_30,49,1,1
2834952,gate_40,174,0,1
2835056,gate_30,21,1,0
2835088,gate_30,2,0,0
2835156,gate_40,0,0,0
2835157,gate_30,1,0,0
2835513,gate_30,2,0,0
2835526,gate_30,3,0,0
2835550,gate_30,39,1,0
2835572,gate_30,11,1,0
2835728,gate_30,4,0,0
2835915,gate_40,1,0,0
2836128,gate_30,24,0,0
2836195,gate_30,145,1,1
2836224,gate_30,47,1,0
2836651,gate_30,1,0,0
2836703,gate_40,4,0,0
2836722,gate_40,30,1,0
2836849,gate_40,7,1,0
2836980,gate_30,16,0,1
2837028,gate_30,5,0,0
2837128,gate_30,12,0,0
2837197,gate_30,609,1,1
2837202,gate_30,3,0,0
2837395,gate_30,11,0,0
2837423,gate_40,56,0,0
2837441,gate_30,3,0,0
2837591,gate_40,24,1,0
2837751,gate_40,4,1,0
2837790,gate_30,193,0,1
2837956,gate_40,245,1,0
2838044,gate_30,6,0,0
2838097,gate_30,118,1,0
2838119,gate_30,2,0,0
2838375,gate_30,32,1,0
2838418,gate_40,3,0,0
2838424,gate_30,5,1,0
2838476,gate_40,1,0,0
2838485,gate_30,18,1,0
2838774,gate_40,4,0,0
2838981,gate_30,0,0,0
2839104,gate_40,18,1,0
2839307,gate_40,15,1,0
2839405,gate_40,9,0,0
2839570,gate_30,465,1,1
2839720,gate_40,14,0,0
2840140,gate_30,182,1,0
2840197,gate_30,11,0,0
2840481,gate_40,6,0,0
2840811,gate_40,18,0,0
2840905,gate_40,52,1,0
2841009,gate_30,85,1,0
2841175,gate_40,21,0,1
2841373,gate_40,15,0,0
2841459,gate_40,3,1,0
2841491,gate_40,53,1,0
2841541,gate_40,477,1,1
2841691,gate_40,6,0,0
2841707,gate_40,21,1,0
2842056,gate_40,1,0,0
2842066,gate_40,107,0,1
2842158,gate_40,1,0,0
2842231,gate_30,3,0,0
2842275,gate_40,72,1,1
2842284,gate_30,8,0,0
2842315,gate_30,0,0,0
2842445,gate_40,13,1,0
2842521,gate_40,172,1,1
2842843,gate_30,72,1,0
2842879,gate_30,16,0,0
2842959,gate_40,5,1,0
2843113,gate_40,14,1,0
2843259,gate_40,18,1,1
2843588,gate_40,80,1,1
2843769,gate_40,5,0,0
2843785,gate_30,149,1,0
2843790,gate_30,30,1,0
2844179,gate_40,16,0,0
2844214,gate_30,3,0,0
2844357,gate_40,84,1,1
2844364,gate_30,290,1,1
2844380,gate_40,48,1,0
2844470,gate_40,18,0,0
2844529,gate_40,1,0,0
2844572,gate_30,2,0,0
2844758,gate_40,18,1,0
2844869,gate_30,53,1,0
2844936,gate_30,47,1,0
2845023,gate_30,57,0,1
2845293,gate_30,4,0,1
2845359,gate_40,0,0,0
2845431,gate_30,1,0,0
2845457,gate_40,6,0,0
2845462,gate_40,39,0,0
2845655,gate_40,66,1,0
2845858,gate_40,7,0,0
2845927,gate_30,3,1,0
2845994,gate_40,82,1,1
2846029,gate_30,75,1,0
2846251,gate_40,5,1,0
2846254,gate_40,23,1,0
2846272,gate_40,9,0,0
2846393,gate_40,27,1,0
2846402,gate_30,9,1,0
2846444,gate_40,200,1,0
2846476,gate_30,2,0,0
2846569,gate_40,22,0,0
2846679,gate_30,9,0,0
2847054,gate_30,3,0,0
2847140,gate_30,196,1,1
2847326,gate_30,1,0,0
2847338,gate_40,5,0,0
2847556,gate_40,223,1,1
2847633,gate_30,112,0,0
2847701,gate_40,10,0,0
2847857,gate_40,7,1,0
2848084,gate_40,94,1,0
2848103,gate_30,1,0,0
2848231,gate_30,1,0,0
2848239,gate_40,44,0,0
2848362,gate_30,0,0,0
2848772,gate_30,67,1,1
2848854,gate_40,52,1,0
2848957,gate_40,2,0,0
2849002,gate_30,19,0,0
2849017,gate_40,34,0,0
2849039,gate_30,64,1,1
2849118,gate_30,40,1,0
2849218,gate_30,24,1,0
2849235,gate_40,0,1,1
2849375,gate_30,41,1,1
2849463,gate_40,183,1,1
2849656,gate_30,13,0,0
2849815,gate_40,6,0,0
2849827,gate_40,7,0,0
2849902,gate_30,3,0,0
2850006,gate_30,87,1,0
2850283,gate_30,4,0,0
2850311,gate_40,15,1,0
2850498,gate_40,75,1,0
2850549,gate_30,6,1,0
2851020,gate_40,7,0,0
2851058,gate_40,33,1,0
2851086,gate_40,2,0,0
2851199,gate_40,0,0,0
2851265,gate_40,0,0,0
2851624,gate_40,12,0,0
2851774,gate_30,80,1,1
2851807,gate_40,34,1,0
2851999,gate_30,4,0,1
2852014,gate_40,1,0,0
2852143,gate_30,15,0,0
2852242,gate_30,0,0,0
2852335,gate_40,1,0,0
2852369,gate_40,3,0,0
2852433,gate_40,2,0,0
2852675,gate_40,3,0,0
2852871,gate_40,0,0,0
2852900,gate_30,6,0,0
2852901,gate_40,2,0,0
2852925,gate_40,33,1,0
2853236,gate_40,5,0,0
2853582,gate_30,10,1,0
2853673,gate_40,12,0,0
2853995,gate_40,4,0,0
2854126,gate_40,20,1,1
2854174,gate_40,3,0,0
2854372,gate_30,4,0,0
2854400,gate_30,118,1,1
2854445,gate_30,577,1,1
2854469,gate_40,67,1,0
2854591,gate_30,18,0,0
2854714,gate_30,152,1,1
2854928,gate_30,48,1,0
2855183,gate_30,99,1,1
2855262,gate_30,125,1,1
2855369,gate_30,19,0,0
2855411,gate_40,3,0,0
2855682,gate_30,8,1,0
2855704,gate_30,3,0,0
2855809,gate_30,11,0,0
2855880,gate_40,7,0,0
2855974,gate_40,3,0,0
2856137,gate_40,3,0,0
2856146,gate_30,197,1,1
2856183,gate_30,5,0,0
2856211,gate_40,2,0,0
2856311,gate_40,70,1,0
2856459,gate_40,9,0,0
2856550,gate_30,3,0,0
2856604,gate_40,11,1,0
2856820,gate_30,18,0,0
2856998,gate_40,1,0,1
2857194,gate_30,29,0,0
2857290,gate_40,18,0,0
2857493,gate_40,111,1,1
2857622,gate_30,26,1,0
2857627,gate_30,18,1,0
2857848,gate_30,5,1,0
2858249,gate_30,11,0,0
2858617,gate_30,43,1,1
2858662,gate_30,601,1,1
2858705,gate_30,114,1,1
2858767,gate_40,2,0,0
2858840,gate_40,10,0,0
2859358,gate_40,1,0,0
2859406,gate_40,41,1,0
2859502,gate_40,32,0,0
2859550,gate_40,10,0,0
2859568,gate_40,19,0,0
2859664,gate_30,2,0,0
2859777,gate_40,51,1,1
2859910,gate_30,1,0,0
2859968,gate_40,100,1,1
2860101,gate_40,150,1,1
2860193,gate_40,301,1,1
2860270,gate_40,3,0,0
2860393,gate_40,19,0,0
2860437,gate_40,2,0,0
2860563,gate_30,19,0,0
2860642,gate_40,0,0,0
2860698,gate_40,92,1,0
2860746,gate_30,13,0,0
2860790,gate_40,2,0,0
2860804,gate_30,1,0,0
2860916,gate_30,11,0,0
2860991,gate_40,6,0,0
2861001,gate_40,4,0,0
2861274,gate_30,12,1,0
2861386,gate_40,6,1,0
2861454,gate_40,47,1,1
2861733,gate_40,66,1,0
2861741,gate_30,60,1,0
2861753,gate_40,8,1,0
2861865,gate_40,1,0,0
2861986,gate_30,213,1,1
2862071,gate_30,0,0,0
2862093,gate_30,47,0,0
2862227,gate_30,26,1,0
2862291,gate_30,5,0,0
2862471,gate_30,77,1,1
2862594,gate_40,2,0,0
2862619,gate_30,41,1,0
2862817,gate_30,16,1,1
2863043,gate_40,1,0,0
2863099,gate_30,30,1,0
2863136,gate_30,43,0,0
2863163,gate_30,22,1,0
2863279,gate_40,395,1,1
2863394,gate_40,6,0,0
2863572,gate_40,66,1,0
2863646,gate_30,143,0,1
2863693,gate_30,2,0,0
2863701,gate_40,5,0,0
2863703,gate_30,77,1,0
2863812,gate_30,17,1,0
2863901,gate_40,21,1,0
2864097,gate_40,276,1,1
2864440,gate_40,1,0,0
2864452,gate_40,9,0,0
2864460,gate_30,14,0,0
2864826,gate_40,14,1,0
2864894,gate_30,5,0,0
2864991,gate_30,14,1,0
2865339,gate_40,38,1,0
2865398,gate_40,117,1,1
2865438,gate_30,2,0,0
2865446,gate_40,252,1,1
2865890,gate_40,3,0,0
2866210,gate_40,17,0,0
2866316,gate_40,86,1,1
2866405,gate_40,6,0,0
2866546,gate_40,1,0,0
2866683,gate_30,293,1,1
2866770,gate_30,108,1,0
2866905,gate_30,8,0,0
2866994,gate_30,88,1,1
2867197,gate_30,22,1,0
2867331,gate_30,7,0,0
2867342,gate_30,14,1,0
2867357,gate_30,1,0,0
2867781,gate_40,7,0,0
2868041,gate_40,49,1,0
2868256,gate_30,43,1,0
2868279,gate_40,76,1,1
2868480,gate_40,53,1,1
2868542,gate_40,20,0,0
2868549,gate_40,14,0,0
2868613,gate_30,0,0,0
2868644,gate_30,4,0,0
2868755,gate_40,28,1,0
2868864,gate_30,1,0,0
2868929,gate_30,1,0,0
2868969,gate_30,12,0,0
2869026,gate_30,128,1,0
2869109,gate_40,70,1,0
2869210,gate_40,12,0,0
2869249,gate_30,68,1,0
2869276,gate_40,30,0,0
2869287,gate_40,33,0,1
2869376,gate_40,13,0,0
2869475,gate_30,146,1,1
2869568,gate_30,43,1,1
2869591,gate_30,10,0,0
2869629,gate_40,15,1,0
2869671,gate_30,13,0,0
2869818,gate_40,8,0,0
2869879,gate_30,6,0,0
2869956,gate_40,14,0,0
2870127,gate_30,38,1,0
2870179,gate_30,6,0,0
2870241,gate_40,16,0,0
2870382,gate_30,27,0,0
2870434,gate_30,13,0,0
2870549,gate_40,103,1,0
2870656,gate_30,42,0,0
2870785,gate_40,22,1,0
2870834,gate_40,40,1,0
2870862,gate_40,124,0,1
2870961,gate_40,42,1,1
2871041,gate_40,10,0,0
2871423,gate_30,14,0,0
2871431,gate_40,20,0,0
2871490,gate_30,104,1,1
2871531,gate_30,49,1,0
2871616,gate_40,84,1,0
2871673,gate_40,21,0,0
2871786,gate_30,33,1,0
2871849,gate_30,4,0,0
2871852,gate_40,2,0,0
2872220,gate_40,10,1,0
2872243,gate_40,5,0,0
2872261,gate_40,11,0,0
2872830,gate_40,3,0,0
2872968,gate_30,5,0,0
2873105,gate_30,3,0,0
2873118,gate_40,86,1,1
2873125,gate_40,21,0,0
2873330,gate_40,107,1,1
2873333,gate_30,14,0,0
2873339,gate_30,10,1,1
2873434,gate_30,7,0,0
2873441,gate_30,194,1,1
2873595,gate_30,76,0,1
2873616,gate_40,11,1,0
2873626,gate_30,21,0,0
2873935,gate_40,22,1,0
2874144,gate_40,10,0,0
2874249,gate_40,4,0,0
2874268,gate_40,12,0,0
2874285,gate_30,14,1,0
2874529,gate_30,63,1,0
2874625,gate_30,16,1,0
2874673,gate_40,24,1,0
2874760,gate_40,4,0,0
2874836,gate_30,7,0,0
2874845,gate_30,24,1,0
2875016,gate_30,89,0,0
2875198,gate_40,21,1,0
2875253,gate_30,17,0,0
2875310,gate_30,159,1,1
2875312,gate_30,69,1,0
2875476,gate_30,73,1,0
2875563,gate_30,14,1,0
2875597,gate_30,198,1,1
2875644,gate_30,13,0,0
2875861,gate_40,23,1,0
2875889,gate_30,72,1,0
2875941,gate_30,11,0,0
2875970,gate_40,6,0,0
2876200,gate_30,1,0,0
2876251,gate_30,1,0,0
2876552,gate_30,4,0,0
2876660,gate_30,23,1,0
2876669,gate_40,161,1,0
2876716,gate_30,98,1,0
2876752,gate_30,44,1,0
2876863,gate_40,100,1,1
2877109,gate_30,6,0,0
2877134,gate_40,31,1,0
2877439,gate_30,86,1,0
2877638,gate_30,344,1,0
2877871,gate_40,33,0,0
2877926,gate_40,97,1,0
2878028,gate_30,2,0,0
2878306,gate_40,8,0,0
2878313,gate_40,32,0,0
2878409,gate_40,23,0,0
2878552,gate_30,14,0,0
2878577,gate_30,34,0,0
2878584,gate_40,102,1,0
2878760,gate_40,68,1,0
2878811,gate_30,25,1,0
2879104,gate_40,10,0,0
2879194,gate_30,20,1,0
2879198,gate_30,1,0,0
2879213,gate_30,10,0,0
2879376,gate_40,0,0,0
2879579,gate_30,39,1,1
2879626,gate_30,0,0,0
2879748,gate_30,4,0,0
2879892,gate_40,9,0,0
2879948,gate_30,8,1,0
2879967,gate_30,13,1,0
2879995,gate_30,12,1,0
2880189,gate_30,108,0,0
2880393,gate_30,116,1,1
2880433,gate_40,79,1,1
2880558,gate_30,44,1,0
2880608,gate_40,29,0,0
2880766,gate_40,1,0,0
2881206,gate_40,23,1,0
2881240,gate_30,7,0,0
2881321,gate_40,3,0,0
2881324,gate_40,50,1,0
2881431,gate_40,1,0,0
2881615,gate_30,18,1,0
2881655,gate_30,18,1,0
2881683,gate_30,4,0,0
2881775,gate_40,165,1,0
2881928,gate_40,42,1,1
2881969,gate_30,19,0,0
2882160,gate_40,11,1,0
2882176,gate_40,3,0,0
2882287,gate_30,132,1,1
2882321,gate_40,13,1,0
2882435,gate_30,36,1,0
2882442,gate_30,7,1,0
2882602,gate_30,19,1,0
2882631,gate_40,1,0,0
2882670,gate_40,14,0,0
2882700,gate_30,4,0,0
2882841,gate_40,8,0,0
2882864,gate_30,111,1,1
2883049,gate_40,126,1,0
2883118,gate_40,68,1,0
2883450,gate_30,29,1,1
2883691,gate_40,173,1,1
2884336,gate_40,2,0,0
2884354,gate_30,14,0,0
2884359,gate_30,50,1,0
2884442,gate_30,2,0,0
2884532,gate_40,31,1,0
2884820,gate_40,20,1,0
2884939,gate_30,57,1,0
2885011,gate_40,36,0,0
2885068,gate_40,9,1,0
2885096,gate_40,39,0,0
2885401,gate_30,2,0,0
2885501,gate_40,13,0,0
2885570,gate_30,6,0,0
2885710,gate_40,11,0,1
2885743,gate_30,41,1,1
2885842,gate_40,511,1,1
2885917,gate_40,22,0,1
2886302,gate_40,296,1,1
2886451,gate_30,81,1,0
2886458,gate_40,10,0,0
2886638,gate_30,50,1,1
2886661,gate_30,21,1,0
2886819,gate_40,163,1,1
2886930,gate_30,7,0,0
2886963,gate_40,17,0,0
2887036,gate_30,2,1,0
2887124,gate_40,29,0,0
2887129,gate_30,105,1,0
2887152,gate_30,11,0,0
2887176,gate_40,4,0,0
2887193,gate_30,81,1,1
2887802,gate_40,5,1,0
2888169,gate_40,1,0,0
2888189,gate_30,2,0,0
2888244,gate_30,26,0,1
2888584,gate_30,8,0,0
2888585,gate_30,1,0,0
2888680,gate_40,2,0,0
2888781,gate_30,39,1,0
2888784,gate_40,5,0,0
2888920,gate_40,87,0,1
2889231,gate_30,45,1,0
2889285,gate_30,2,0,0
2889389,gate_30,3,0,0
2889718,gate_40,6,0,0
2889921,gate_40,74,0,1
2889989,gate_40,47,1,0
2890225,gate_40,5,1,0
2890348,gate_30,34,0,0
2890360,gate_40,1,0,0
2890661,gate_40,30,1,0
2890775,gate_40,28,1,0
2890871,gate_30,6,1,0
2890919,gate_40,201,1,1
2890957,gate_30,17,0,0
2891227,gate_30,67,0,0
2891277,gate_30,35,1,0
2891294,gate_40,3,1,0
2891312,gate_30,20,0,0
2891329,gate_40,1,0,0
2891485,gate_40,109,1,1
2891529,gate_40,16,1,0
2891664,gate_30,2,0,0
2891674,gate_30,0,0,0
2892017,gate_30,10,0,0
2892257,gate_40,4,0,0
2892267,gate_30,3,0,0
2892369,gate_40,3,0,0
2892482,gate_30,136,1,0
2892506,gate_30,6,0,0
2892536,gate_30,8,0,0
2892593,gate_30,4,0,0
2892684,gate_40,0,0,0
2892819,gate_40,93,1,1
2892872,gate_30,6,0,0
2893127,gate_30,161,1,0
2893207,gate_30,323,1,1
2893249,gate_30,5,0,0
2893340,gate_30,12,0,0
2893342,gate_40,4,0,0
2893430,gate_40,7,0,0
2893550,gate_30,2,0,0
2894045,gate_40,4,0,0
2894227,gate_40,22,1,0
2894632,gate_30,9,0,0
2894926,gate_40,1,0,0
2894967,gate_40,14,0,0
2894996,gate_40,19,0,1
2895087,gate_30,42,0,0
2895112,gate_30,6,0,0
2895236,gate_40,21,0,0
2895329,gate_30,124,1,0
2895483,gate_40,7,0,0
2895589,gate_40,1,0,0
2895731,gate_40,61,1,1
2895878,gate_30,96,1,1
2895881,gate_30,17,0,0
2896006,gate_30,25,1,0
2896240,gate_30,21,1,1
2896266,gate_30,4,0,0
2896599,gate_40,42,1,0
2896600,gate_30,2,1,0
2896737,gate_30,33,0,0
2896775,gate_40,18,1,0
2896776,gate_40,18,0,0
2896890,gate_30,40,1,0
2897068,gate_40,47,1,0
2897488,gate_40,1,0,0
2897550,gate_40,25,1,0
2897865,gate_30,15,1,0
2897931,gate_30,86,1,0
2898244,gate_40,123,1,1
2898254,gate_30,517,1,1
2898633,gate_30,41,1,0
2898686,gate_30,29,0,0
2898777,gate_40,239,1,1
2898893,gate_40,1,0,0
2899054,gate_30,105,1,1
2899509,gate_30,26,1,0
2900214,gate_30,29,0,1
2900239,gate_30,48,0,1
2900432,gate_30,19,0,0
2900908,gate_30,11,0,0
2900949,gate_40,294,1,0
2901030,gate_40,12,0,0
2901351,gate_30,2,0,0
2901373,gate_30,13,0,0
2901718,gate_40,52,0,1
2901724,gate_30,17,1,0
2901742,gate_30,114,1,0
2901902,gate_30,190,1,1
2901903,gate_40,6,0,0
2901955,gate_30,5,1,0
2902050,gate_30,176,1,1
2902136,gate_40,29,1,0
2902157,gate_30,39,1,0
2902307,gate_40,19,0,0
2902401,gate_30,5,0,0
2902457,gate_40,9,0,0
2902613,gate_40,155,0,1
2902676,gate_30,31,1,0
2902806,gate_40,3,0,0
2902917,gate_40,3,0,0
2902988,gate_40,85,1,0
2903013,gate_40,1,0,0
2903070,gate_30,37,0,0
2903109,gate_30,6,0,0
2903170,gate_40,1,0,0
2903175,gate_40,59,1,0
2903246,gate_30,11,1,1
2903280,gate_30,43,1,0
2904026,gate_30,49,0,1
2904100,gate_30,37,0,0
2904641,gate_30,4,0,0
2904772,gate_30,25,1,0
2904836,gate_40,2,0,0
2905359,gate_30,17,0,0
2905509,gate_30,7,0,0
2905609,gate_30,21,0,0
2905658,gate_40,128,1,0
2905819,gate_30,59,0,1
2906034,gate_30,0,0,0
2906233,gate_40,20,0,0
2906275,gate_30,52,1,1
2906277,gate_30,57,1,1
2906338,gate_30,46,0,0
2906441,gate_30,270,1,1
2906479,gate_40,11,1,1
2906525,gate_30,77,0,0
2906884,gate_40,132,1,0
2906987,gate_30,1,0,0
2907128,gate_40,15,0,0
2907241,gate_40,50,1,0
2907308,gate_40,0,0,0
2907433,gate_40,220,0,1
2907547,gate_40,8,0,0
2907556,gate_40,4,0,0
2907566,gate_30,35,1,1
2907858,gate_40,1,0,0
2907882,gate_30,91,1,1
2908077,gate_30,5,1,0
2908090,gate_30,16,1,0
2908154,gate_30,14,0,0
2908277,gate_30,179,1,1
2908382,gate_30,34,0,1
2908417,gate_30,14,1,0
2908494,gate_40,1,0,0
2908587,gate_30,125,1,0
2908636,gate_40,11,0,0
2908733,gate_40,11,1,0
2908741,gate_30,26,1,1
2908916,gate_40,45,1,0
2908976,gate_40,2,0,0
2909011,gate_30,78,1,1
2909028,gate_30,5,0,0
2909056,gate_30,1,0,0
2909080,gate_40,4,0,0
2909519,gate_30,12,0,0
2909617,gate_40,7,0,0
2909682,gate_30,71,0,1
2909703,gate_40,21,1,0
2909779,gate_30,6,0,0
2909835,gate_40,5,0,0
2909944,gate_40,2,0,0
2910336,gate_30,209,1,1
2910523,gate_40,236,1,1
2910671,gate_30,25,1,0
2910672,gate_30,34,1,0
2910673,gate_40,6,0,0
2910766,gate_40,33,1,0
2910813,gate_30,6,1,0
2910850,gate_30,4,1,0
2911012,gate_30,16,1,0
2911015,gate_30,20,1,0
2911030,gate_30,13,1,0
2911173,gate_30,4,0,0
2911257,gate_40,4,0,0
2911498,gate_40,2,0,0
2911620,gate_30,28,1,0
2911695,gate_40,22,1,0
2911910,gate_40,8,0,0
2911917,gate_40,149,1,1
2911949,gate_40,9,1,0
2912096,gate_30,2,0,0
2912209,gate_30,4,0,0
2912320,gate_30,87,1,0
2912391,gate_30,70,1,1
2912526,gate_30,11,0,0
2912542,gate_30,234,1,1
2913185,gate_40,59,1,0
